"Date/Time Opened"	"Case Number"	"Account Name"	"SIS (Student Information System)"	"CE Functional Area"	"CE Category"	"Subject"	"Case Date/Time Last Modified"	"Date/Time Grabbed"	"Date/Time Closed"	"Case Owner"	"Status"
"4/21/2021 4:02 PM"	4889531	"Spring Independent School District"	"eSchoolData"			"Preferred language question"	"5/19/2021 4:47 PM"	"4/21/2021 4:03 PM"	"5/19/2021 4:47 PM"	"Sergio Leyes"	"Closed"
"4/28/2021 11:21 AM"	4893347	"Joshua Ind School District"	"Other"			"Daily and Period Attendance Not Completing"	"4/30/2021 4:51 PM"	"4/28/2021 11:21 AM"	"4/30/2021 4:51 PM"	"Sergio Leyes"	"Closed"
"5/3/2021 3:39 PM"	4896029	"Lindbergh School District R8"	"Tyler SIS"			"Parent recipient accounts are missing; parent data source file unable to load into pre-processor"	"5/27/2021 10:33 AM"	"5/3/2021 3:39 PM"	"5/27/2021 10:33 AM"	"Sergio Leyes"	"Closed"
"5/6/2021 12:26 PM"	4898385	"Medina Central School District"	"eSchoolData"			"Attendance call received when student was not tardy"	"5/19/2021 2:53 PM"	"5/6/2021 1:16 PM"	"5/19/2021 2:51 PM"	"Sergio Leyes"	"Closed"
"5/17/2021 12:00 PM"	4904633	"Everett School District No. 2"	"eSchoolPLUS"			"Missing Classes for Brian Corbett"	"5/30/2021 3:18 PM"	"5/17/2021 12:00 PM"	"5/30/2021 3:17 PM"	"Sergio Leyes"	"Closed"
"5/24/2021 12:42 PM"	4908902	"Millard Public Schools"	"Synergy"			"Establishing Summer School"	"6/13/2021 3:02 PM"	"5/24/2021 12:42 PM"	"6/13/2021 3:02 PM"	"Sergio Leyes"	"Closed"
"6/10/2021 5:22 PM"	4920800	"York School District 1"	"PowerSchool"			"Accounts"	"6/20/2021 5:03 PM"	"6/10/2021 5:22 PM"	"6/20/2021 5:03 PM"	"Sergio Leyes"	"Closed"
"6/16/2021 11:09 AM"	4923811	"Sonoma Valley Unified Sch Dist"	"PowerSchool-API"			"Data"	"6/21/2021 11:49 AM"	"6/16/2021 11:09 AM"	"6/21/2021 11:43 AM"	"Sergio Leyes"	"Closed"
"3/15/2021 4:04 PM"	4867657	"Folsom Cordova Unified School District"	"PowerSchool"			"Missing Staff"	"6/25/2021 3:47 PM"	"3/15/2021 4:04 PM"	"5/26/2021 3:39 PM"	"Sergio Leyes"	"Closed"
"3/16/2021 3:30 PM"	4868838	"Folsom Cordova Unified School District"	"PowerSchool"			"Classes"	"5/22/2021 4:47 PM"	"3/16/2021 3:30 PM"	"4/22/2021 4:37 PM"	"Sergio Leyes"	"Closed"
"9/10/2020 6:35 PM"	4720583	"San Jose Unified School District"	"Infinite Campus"	"Mass Comm | Question/Training"	"Organization"	"San Jose USD Pfin 300980"	"11/3/2020 11:09 AM"	"9/11/2020 8:04 AM"	"10/5/2020 2:37 PM"	"Sergio Leyes"	"Closed"
"9/15/2020 11:56 AM"	4725023	"Covina Valley Unified School District"	"Aeries"	"Mass Comm | Data Problem"	"DataLink"	"Data Fields"	"11/3/2020 9:49 AM"	"9/16/2020 9:06 AM"	"10/2/2020 4:07 PM"	"Sergio Leyes"	"Closed"
"9/24/2020 8:01 AM"	4735913	"Iredell-Statesville School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Parents missing from system"	"11/3/2020 9:49 AM"	"9/24/2020 8:33 AM"	"10/1/2020 4:55 PM"	"Sergio Leyes"	"Closed"
"9/29/2020 3:52 PM"	4741276	"Masconomet Regional School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Unable to Search for Students in a Teacher's Class when sending a message"	"11/3/2020 9:49 AM"	"9/30/2020 8:27 AM"	"10/19/2020 1:38 PM"	"Sergio Leyes"	"Closed"
"9/29/2020 1:48 PM"	4741062	"Anderson-Shiro Cons Ind Sd"	"TxEIS"	"Mass Comm | Data Question/Training"	"Accounts"	"App not updating"	"11/14/2020 8:02 AM"	"9/29/2020 2:41 PM"	"10/15/2020 8:49 AM"	"Sergio Leyes"	"Closed"
"10/9/2020 11:37 AM"	4751872	"Ankeny Cmty School District"	"Infinite Campus"	"Mass Comm | Data Request"	"Accounts"	"Integration Request"	"12/23/2020 4:17 PM"	"10/9/2020 12:03 PM"	"12/23/2020 4:17 PM"	"Sergio Leyes"	"Closed"
"10/12/2020 11:27 AM"	4753482	"Northbrook School District 28"	"PowerSchool"	"Mass Comm | Data Request"	"Accounts"	"additional data field for mapping"	"11/3/2020 10:25 AM"	"10/12/2020 12:21 PM"	"10/26/2020 4:40 PM"	"Sergio Leyes"	"Closed"
"10/14/2020 2:28 PM"	4756296	"Richland School District Two"	"PowerSchool"	"Mass Comm | Data Problem"	"Accounts"	"Files not updating"	"1/21/2021 8:09 AM"	"10/14/2020 2:28 PM"	"11/6/2020 11:39 AM"	"Sergio Leyes"	"Closed"
"10/20/2020 12:34 PM"	4761059	"Aspen School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Outdated information for staff"	"11/3/2020 9:50 AM"	"10/20/2020 12:34 PM"	"10/28/2020 10:43 AM"	"Sergio Leyes"	"Closed"
"10/22/2020 11:03 AM"	4763287	"Community Unit School District 300"	"Infinite Campus"	"Mass Comm | Data Question/Training"	"Transportation"	"Import Errors"	"11/4/2020 4:19 PM"	"10/22/2020 3:34 PM"	"11/4/2020 4:18 PM"	"Sergio Leyes"	"Closed"
"10/23/2020 2:54 PM"	4764634	"Lewiston Porter Ctl Sch Dist"	"PowerSchool-API"	"Mass Comm | Data Request"	"Attendance"	"New auto attendance call request"	"1/12/2021 2:29 PM"	"10/26/2020 8:04 AM"	"1/12/2021 2:05 PM"	"Sergio Leyes"	"Closed"
"10/26/2020 3:47 PM"	4766153	"Lisle School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Not pulling Father information"	"11/27/2020 10:32 AM"	"10/27/2020 9:31 AM"	"10/28/2020 11:17 AM"	"Sergio Leyes"	"Closed"
"10/27/2020 3:20 PM"	4767358	"Community Unit School District 300"	"Infinite Campus"	"Mass Comm | Data Question/Training"	"Attendance"	"Attendance not running"	"11/4/2020 4:21 PM"	"10/27/2020 3:20 PM"	"11/4/2020 4:20 PM"	"Sergio Leyes"	"Closed"
"10/26/2020 11:48 AM"	4765813	"Balsz Elem School District 31"	"Synergy"	"Mass Comm | Data Question/Training"	"Accounts"	"Adding a new field to the import"	"12/24/2020 7:17 AM"	"10/26/2020 11:48 AM"	"11/24/2020 7:13 AM"	"Sergio Leyes"	"Closed"
"10/13/2020 4:40 PM"	4755089	"North East Independent School District"	"Other"	"Mass Comm | Data Problem"	"Accounts"	"automated message ""Hotline 3"" not working"	"5/31/2021 11:36 AM"	"10/13/2020 4:40 PM"	"11/20/2020 2:45 PM"	"Sergio Leyes"	"Confirmed Defect"
"6/22/2021 6:11 PM"	4927706	"Pasadena USD"	"Aeries"			"Teacher accounts"	"6/28/2021 4:15 PM"	"6/22/2021 6:11 PM"		"Sergio Leyes"	"Pending User"
"5/11/2021 2:19 PM"	4901221	"Duplin County School District"	"PowerSchool-API"			"Update the staff import method, combine the csvs uploaded by each school"	"6/1/2021 3:56 PM"	"5/11/2021 2:19 PM"	"6/1/2021 3:56 PM"	"Sergio Leyes"	"Solution Suggested"
